Статус оповещения;Перегон;Продолжительность;Признак вины сторонней организации;Признак вины сервисной организации;Предприятие сторон. организаций;Предприятие сервис. организаций;Серия отказавшего локомотива;Бортовой номер отказавшего локомотива;Категория отказа;ОТС 1 уровня;ОТС 3 уровня;ID отказа;Начало отказа;Группа причин;ОТС 2 уровня;Вид следования отказавшего локомотива;теп / эле;месяц;дат;ден
расследован;ТИХВИН;14;нет;есть;;;ВЛ10У;911;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Контактно-регистрирующее устройство механического скоростемера;11760374;16.04.2021 22:39;Неисправность контактно-регистрирующего устройства механического скоростемера;Скоростемер механический;грузовое;электровозы;4;16.04.2021;16
расследован;ВЯРТСИЛЯ;275;нет;есть;;;2ТЭ116;1554;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Втулка цилиндра дизеля;11760572;16.04.2021 20:20;Неисправность втулки цилиндров дизеля;Остов дизеля;грузовое;тепловозы;4;16.04.2021;16
расследован;ГАТЧИНА-ВАРШ;48;нет;нет;;;2ЭС4К;6;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления регулирования и диагностики (МПСУ-ТП);11760588;17.04.2021 04:44;Неисправность блока МПСУ-ТП;Микропроцессорная система управления регулирования и диагностики (МПСУ-ТП);грузовое;электровозы;4;17.04.2021;17
расследован;КОВДОР;5;нет;есть;;;2ТЭ116У;271;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Нагнетательный клапан топливного насоса высокого давления;11760918;17.04.2021 08:03;Неисправность нагнетательного клапана топливного насоса высокого давления;Топливный насос высокого давления;грузовое;тепловозы;4;17.04.2021;17
расследован;КОЛА-МУРМАНСК;74;нет;есть;;;ТЭМ7;156;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Блок цилиндра дизеля;11761081;17.04.2021 13:40;Неисправность блока цилиндров дизеля;Остов дизеля;хозяйственное;тепловозы;4;17.04.2021;17
расследован;МУРМ ВОРОТА;80;нет;есть;;;2ЭС4К;28;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11761158;17.04.2021 13:00;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;электровозы;4;17.04.2021;17
расследован;СОНКОВО;12;нет;есть;;;2ТЭ116;1592;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки масла;11761344;17.04.2021 22:02;Неисправность фильтра грубой очистки масла;Фильтры масляной системы;грузовое;тепловозы;4;17.04.2021;17
расследован;ЛОЗОВИЦЫ-СУЩЕВО;5;нет;есть;;;2ТЭ116;1481;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11761471;18.04.2021 03:50;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;тепловозы;4;18.04.2021;18
расследован;ДВОРЕЦ;114;нет;есть;;;2ТЭ116У;125;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки масла;11761581;18.04.2021 04:22;Неисправность фильтра грубой очистки масла;Фильтры масляной системы;грузовое;тепловозы;4;18.04.2021;18
расследован;НЕЛИДОВО;65;есть;нет;без клейма;;2ТЭ25КМ;321;1 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления регулирования и диагностики (МПСУ);11761671;18.04.2021 01:29;Неисправность блока МПСУ;Микропроцессорная система управления регулирования и диагностики (МПСУ);грузовое;тепловозы;4;18.04.2021;18
расследован;ВОЛОСОВО;42;есть;нет;без клейма;;3ЭС4К;71;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора силовой цепи;11761713;18.04.2021 09:20;Неисправность силовых контактов электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;4;18.04.2021;18
расследован;НОВОСОКОЛЬНИКИ;23;нет;есть;;;2ТЭ116;1481;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки топливной системы дизеля;11761728;18.04.2021 08:30;Неисправность фильтра грубой очистки топливной системы дизеля;Фильтры топливной системы дизеля;грузовое;тепловозы;4;18.04.2021;18
расследован;БАБАЕВО;14;есть;нет;без клейма;;3ЭС4К;55;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Диафрагма крана машиниста;11761729;18.04.2021 07:37;Неисправность диафрагмы крана машиниста;Кран машиниста;грузовое;электровозы;4;18.04.2021;18
расследован;СТАРИЦА-ПАНИНО;10;есть;нет;без клейма;;2ТЭ25КМ;531;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Источник питания ИП-ЛЭ комплексного локомотивного устройства безопасности унифицированного;11761767;18.04.2021 10:06;Неисправность источника питания ИП-ЛЭ комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;тепловозы;4;18.04.2021;18
расследован;СУОЯРВИ I-ВЕРККО;79;нет;есть;;;3М62У;;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11761990;18.04.2021 12:04;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;4;18.04.2021;18
расследован;СОНКОВО-ПОДОБИНО;83;есть;нет;без клейма;;2ТЭ25КМ;332;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Втулка цилиндра дизеля;11762038;18.04.2021 14:30;Неисправность втулки цилиндров дизеля;Остов дизеля;грузовое;тепловозы;4;18.04.2021;18
расследован;ТЕШЕМЛЯ;14;нет;есть;;;ВЛ10;419;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Главные контакты быстродействующего выключателя;11762123;18.04.2021 07:55;Неисправность главных контактов быстродействующего выключателя;Быстродействующий выключатель;грузовое;электровозы;4;18.04.2021;18
расследован;ЮГИ;268;нет;есть;;;ВЛ10У;667;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Зубчатая шестерня тягового редуктора;11762158;18.04.2021 11:19;Неисправность зубчатой шестерни тягового редуктора;Тяговый редуктор;грузовое;электровозы;4;18.04.2021;18
расследован;СОНКОВО;35;нет;есть;;;2М62У;362;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Контакты устройства блокировки тормозов;11762403;18.04.2021 12:30;Неисправность контактов устройства блокировки тормозов;Устройство блокировки тормозов;грузовое;тепловозы;4;18.04.2021;18
расследован;БАБАЕВО;29;нет;есть;;;2ЭС4К;4;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Редуктор крана машиниста;11762419;14.04.2021 09:11;Неисправность редуктора крана машиниста;Кран машиниста;грузовое;электровозы;4;14.04.2021;14
расследован;ПЕТРОЗАВОДСК;75;нет;есть;;;3М62У;58;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Пружина форсунки топливной системы;11762431;18.04.2021 19:50;Неисправность пружины форсунки топливной системы;Форсунка топливной системы;грузовое;тепловозы;4;18.04.2021;18
расследован;БАБАЕВО;18;есть;нет;без клейма;;3ЭС4К;55;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Диафрагма крана машиниста;11762480;18.04.2021 07:37;Неисправность диафрагмы крана машиниста;Кран машиниста;грузовое;электровозы;4;18.04.2021;18
расследован;ПОЛЯРН КРУГ;144;есть;нет;без клейма;;2ЭС5К;253;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Гнезда штепселя;11762482;17.04.2021 02:34;Неисправность гнезда штепселя;Штепсель;грузовое;электровозы;4;17.04.2021;17
расследован;РОЩА-ПОРХОВ;1;нет;есть;;;2ТЭ116;1552;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Кондиционер;11762633;19.04.2021 04:14;Неисправность кондиционера;Кондиционер;грузовое;тепловозы;4;19.04.2021;19
расследован;СОНКОВО-ПОДОБИНО;13;нет;есть;;;2ТЭ116У;105;1 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления регулирования и диагностики (МПСУ-ТП);11763472;19.04.2021 12:19;Неисправность блока МПСУ-ТП;Микропроцессорная система управления регулирования и диагностики (МПСУ-ТП);грузовое;тепловозы;4;19.04.2021;19
расследован;ДЕДОВИЧИ;79;нет;есть;;;2ТЭ116У;109;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11764190;19.04.2021 21:20;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;тепловозы;4;19.04.2021;19
расследован;СПАС ПОЛИСТЬ;2;нет;есть;;;3ЭС4К;20;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Электронный блок микропроцессорной системы управления и диагностики (МСУД);11764192;19.04.2021 21:38;Неисправность МСУД;Микропроцессорная система управления и диагностики (МСУД);грузовое;электровозы;4;19.04.2021;19
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ТЭ116У;140;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11764339;19.04.2021 23:20;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;4;19.04.2021;19
расследован;ПИКАЛЕВО II-КОЛИ;131;нет;есть;;;3ЭС4К;17;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Воздухопровод тормозной магистрали;11764340;20.04.2021 01:45;Неисправность воздухопровода тормозной магистрали;Тормозная магистраль;грузовое;электровозы;4;20.04.2021;20
расследован;ЗУБЦОВ-АРИСТОВО;30;есть;нет;без клейма;;2ТЭ116;1078;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11764418;20.04.2021 02:28;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;тепловозы;4;20.04.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ТЭ116;570;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки масла;11765130;20.04.2021 09:41;Неисправность фильтра грубой очистки масла;Фильтры масляной системы;грузовое;тепловозы;4;20.04.2021;20
расследован;БЕЛООСТРОВ-ЗЕЛЕНОГОРСК;14;нет;есть;;;М62;1691;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Корпус буксы локомотива  МВПС;11765436;20.04.2021 11:55;Неисправность корпуса буксы локомотива  МВПС;Буксовый узел локомотива  МВПС;передаточно-вывозное;тепловозы;4;20.04.2021;20
расследован;БАБАЕВО;41;нет;нет;;;ВЛ10У;68;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок управления БУ-3П скоростемера;11765755;18.04.2021 15:38;Неисправность блока управления БУ-3П скоростемера;Электронный скоростемер;грузовое;электровозы;4;18.04.2021;18
расследован;КОСТОМУК-ПАС-КИВИЯРВИ;189;нет;есть;;;2ТЭ116У;315;1 категория;Вспомогательные электрические машины локомотива  МВПС;Щеточный аппарат подвозбудителя синхронного;11765856;20.04.2021 11:32;Неисправность щеточного аппарата подвозбудителя синхронного;Подвозбудитель синхронный;грузовое;тепловозы;4;20.04.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;нет;;;2ЭС4К;26;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Манжета клапана песочницы;11766050;20.04.2021 10:12;Неисправность манжеты клапана песочницы;Клапан песочницы;грузовое;электровозы;4;20.04.2021;20
расследован;ВЕЛИКИЕ ЛУКИ-ВОРОБЕЦКАЯ;46;есть;нет;без клейма;;2ТЭ25КМ;55;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Плавкая вставка предохранителя  панели предохранителей;11766184;20.04.2021 17:17;Неисправность плавкой вставки предохранителя  панели предохранителей;Плавкий предохранитель  панель предохранителей;грузовое;тепловозы;4;20.04.2021;20
расследован;НОВЫЕ ПЕСКИ;144;нет;есть;;;3М62У;32;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Вентиль системы подачи топлива;11766355;20.04.2021 19:05;Неисправность вентиля системы подачи топлива;Система подачи топлива;грузовое;тепловозы;4;20.04.2021;20
расследован;БАРТЕНЕВО;192;есть;нет;без клейма;;2ТЭ25КМ;334;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Вал распределительного редуктора;11766367;20.04.2021 19:47;Неисправность вала распределительного редуктора;Распределительный редуктор;грузовое;тепловозы;4;20.04.2021;20
расследован;ШУШАРЫ;52;нет;есть;;;2ЭС4К;6;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Блок реле переключения БРП;11766390;20.04.2021 22:22;Неисправность блока реле переключения БРП;Блок управления реостатным торможением;грузовое;электровозы;4;20.04.2021;20
расследован;СЯНЬГА-ВИЛЛАГОРА;192;нет;есть;;;2М62;886;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Блок-контакты реле термозащитное;11766444;20.04.2021 23:45;Неисправность блок-контактов реле термозащитное;Реле термозащитное;грузовое;тепловозы;4;20.04.2021;20
расследован;ВОЛХОВСТР I;97;нет;есть;;;2ЭС4К;50;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Стояночный пружинный тормоз;11767260;20.04.2021 15:58;Неисправность стояночного пружинного тормоза;Стояночный пружинный тормоз;грузовое;электровозы;4;20.04.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;3ЭС4К;1;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Корпус регулятора давления;11767666;21.04.2021 10:30;Неисправность корпуса регулятора давления;Регулятор давления;грузовое;электровозы;4;21.04.2021;21
расследован;МОЛОСКОВИЦЫ-ВЕЙМАРН;17;нет;есть;;;2ЭС4К;27;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления регулирования и диагностики (МПСУ);11767804;19.04.2021 03:54;Неисправность блока МПСУ;Микропроцессорная система управления регулирования и диагностики (МПСУ);грузовое;электровозы;4;19.04.2021;19
расследован;СПБ-СОРТ-МОСК;59;нет;есть;;;ВЛ10У;667;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11767876;17.04.2021 09:14;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;4;17.04.2021;17
расследован;ТИХВИН;6;нет;нет;;;ВЛ10;1430;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Дешифратор ДКСВ автоматической локомотивной сигнализации;11768363;21.04.2021 18:06;Неисправность дешифратора ДКСВ автоматической локомотивной сигнализации;Автоматическая локомотивная сигнализация;грузовое;электровозы;4;21.04.2021;21
расследован;ЧУДОВО-МОСК;221;нет;есть;;;ТЭМ18ДМ;1119;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Клапан электропневматический ЭПК-150 автоматической локомотивной сигнализации;11768414;21.04.2021 19:00;Неисправность клапана электропневматического ЭПК-150 автоматической локомотивной сигнализации;Автоматическая локомотивная сигнализация;маневровое;тепловозы;4;21.04.2021;21
расследован;ПУПЫШЕВО;189;нет;есть;;;2ЭС4К;29;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Дугогасительная катушка электромагнитного контактора вспомогательных цепей и цепей управления;11768548;21.04.2021 23:27;Неисправность дугогасительной катушки электромагнитного контактора вспомогательных цепей и цепей управления;Контактор электромагнитный вспомогательных цепей и цепей управления;грузовое;электровозы;4;21.04.2021;21
расследован;ЭЛИСЕНВААРА-ЯККИМА;25;нет;есть;;;3М62У;48;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Блок-контакты реле давления воздуха;11768786;21.04.2021 02:43;Неисправность блок-контактов реле давления воздуха;Реле давления воздуха;грузовое;тепловозы;4;21.04.2021;21
расследован;СПБ-СОРТ-МОСК;14;нет;нет;;;3ЭС4К;51;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11768793;22.04.2021 03:20;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;4;22.04.2021;22
расследован;ЕЛЕНСКИЙ;185;есть;нет;без клейма;;2ЭС7;12;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Включающая катушка электромагнитного контактора силовой цепи;11769095;17.04.2021 10:45;Неисправность включающей катушки электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;4;17.04.2021;17
расследован;ТВЕРЬ-РЕДКИНО;10;нет;есть;;;2М62;1081;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Корпус буксы локомотива  МВПС;11769744;22.04.2021 14:22;Неисправность корпуса буксы локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;4;22.04.2021;22
расследован;ЗАВАРУЙКА-СЕБЕЖ;77;есть;нет;без клейма;;2ТЭ25КМ;535;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Уравнительный поршень крана машиниста;11769856;22.04.2021 12:43;Неисправность уравнительного поршня крана машиниста;Кран машиниста;грузовое;тепловозы;4;22.04.2021;22
расследован;РУЧЬИ;180;нет;есть;;;2ТЭ116;678;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Уплотнения объединенного регулятора;11770028;22.04.2021 17:00;Неисправность уплотнения объединенного регулятора;Объединенный регулятор;грузовое;тепловозы;4;22.04.2021;22
расследован;СПБ-СОРТ-МОСК;13;нет;нет;;;ТЭМ7А;81;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Радиостанция РВ-1.1М;11770158;22.04.2021 21:45;Радиостанция РВ-1.1М;Радиосвязь на локомотиве  МВПС;маневровое;тепловозы;4;22.04.2021;22
расследован;ДАЧА ДОЛГОР (ЛАДВОКЗАЛ);19;нет;есть;;;ВЛ10У;34;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11770173;22.04.2021 22:16;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;электровозы;4;22.04.2021;22
расследован;РЖЕВ-БАЛТ;14;нет;есть;;;2ТЭ116;1433;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Водяные переходники выпускного коллектора;11770188;22.04.2021 21:20;Неисправность переходников выпускного коллектора;Выпускной коллектор;грузовое;тепловозы;4;22.04.2021;22
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ЭС4К;20;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11770234;22.04.2021 22:00;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;4;22.04.2021;22
расследован;БЕРЕЗКИ;81;нет;есть;;;2ТЭ116У;40;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Болт шатуна дизеля;11770270;23.04.2021 01:27;Неисправность болтов шатуна дизеля;Поршневая группа дизеля;грузовое;тепловозы;4;23.04.2021;23
расследован;ВИЛЛАГОРА-ПАДОЗЕРО;252;нет;есть;;;2М62;886;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Втулка цилиндра дизеля;11770326;23.04.2021 00:55;Неисправность втулки цилиндров дизеля;Остов дизеля;грузовое;тепловозы;4;23.04.2021;23
расследован;СПБ-СОРТ-МОСК;13;есть;нет;без клейма;;3ЭС4К;54;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Стояночный пружинный тормоз;11770430;23.04.2021 00:06;Неисправность стояночного пружинного тормоза;Стояночный пружинный тормоз;грузовое;электровозы;4;23.04.2021;23
расследован;СОНКОВО;14;нет;есть;;;2ТЭ116У;114;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Трубопровод системы циркуляции воды;11770431;23.04.2021 05:40;Неисправность трубопровода системы циркуляции воды;Система циркуляции воды;грузовое;тепловозы;4;23.04.2021;23
расследован;СОНКОВО;83;есть;нет;без клейма;;2ТЭ25КМ;339;1 категория;Тяговые электрические машины локомотива  МВПС;Вал якоря тягового двигателя постоянного тока;11770566;23.04.2021 07:17;Неисправность вала якоря тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;тепловозы;4;23.04.2021;23
расследован;ВОЛОКОЛАМСК;5;нет;есть;;;2ТЭ116;1269;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Контактная система автоматического выключателя;11770802;23.04.2021 06:07;Неисправность контактной системы автоматического выключателя;Автоматический выключатель;грузовое;тепловозы;4;23.04.2021;23
расследован;УПОЛОКША;173;нет;есть;;;2ТЭ116У;147;1 категория;Тяговые электрические машины локомотива  МВПС;Якорь тягового двигателя постоянного тока;11770917;23.04.2021 09:42;Неисправность якоря тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;тепловозы;4;23.04.2021;23
расследован;ВИКТОРОВО;26;нет;есть;;;2ТЭ116У;114;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Трубопровод системы циркуляции воды;11771276;23.04.2021 13:16;Неисправность трубопровода системы циркуляции воды;Система циркуляции воды;грузовое;тепловозы;4;23.04.2021;23
расследован;КУША;59;есть;нет;без клейма;;2ЭС5К;318;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора вспомогательных цепей и цепей управления;11771481;19.04.2021 00:20;Неисправность силовых контактов электромагнитного контактора вспомогательных цепей и цепей управления;Контактор электромагнитный вспомогательных цепей и цепей управления;грузовое;электровозы;4;19.04.2021;19
расследован;СОНКОВО-ПОДОБИНО;14;есть;нет;без клейма;;2ТЭ116У;186;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Высоковольтная часть датчика боксования;11771590;23.04.2021 16:47;Неисправность высоковольтной части датчика боксования;Датчик боксования;грузовое;тепловозы;4;23.04.2021;23
расследован;ТИХВИН-БОЛЬШОЙ ДВОР;50;нет;есть;;;ВЛ10;1871;2 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового двигателя постоянного тока;11771862;24.04.2021 00:57;Неисправность щеточного аппарата тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;электровозы;4;24.04.2021;24
расследован;СВИРЬ;14;нет;есть;;;ВЛ10У;903;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11772035;24.04.2021 05:10;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;электровозы;4;24.04.2021;24
расследован;СВИРЬ;14;нет;есть;;;2ЭС4К;51;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора силовой цепи;11772513;24.04.2021 17:00;Неисправность силовых контактов электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;4;24.04.2021;24
расследован;БЕЖЕЦК;48;есть;нет;без клейма;;2ТЭ116У;188;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Втулка цилиндра дизеля;11772537;24.04.2021 17:25;Неисправность втулки цилиндров дизеля;Остов дизеля;грузовое;тепловозы;4;24.04.2021;24
расследован;СПБ-ТОВ-ВИТЕБСКИЙ;50;нет;есть;;;ЧМЭ3Т;7301;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Контактор кулачковый блокировочного устройства;11772660;24.04.2021 21:40;Неисправность контактора кулачкового блокировочного устройства;Блокировочное устройство;маневровое;тепловозы;4;24.04.2021;24
расследован;ПЕТРОЗАВОДСК-ТОМИЦЫ;8;есть;нет;без клейма;;3М62У;45;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;11772710;25.04.2021 00:06;Неисправность блока электроники локомотивного БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;тепловозы;4;25.04.2021;25
расследован;БАБАЕВО;14;есть;нет;без клейма;;3ЭС4К;62;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Рукоятка клапана песочницы;11772771;25.04.2021 02:10;Неисправность рукоятки клапана песочницы;Клапан песочницы;грузовое;электровозы;4;25.04.2021;25
расследован;КАФТИНО-ПЛАТИЩЕНКА;52;нет;есть;;;ТЭП70;121;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Воздухопровод тормозной магистрали;11773203;25.04.2021 00:06;Неисправность воздухопровода тормозной магистрали;Тормозная магистраль;пассажирское;тепловозы;4;25.04.2021;25
расследован;ВЕЛИКИЕ ЛУКИ-ВОРОБЕЦКАЯ;113;нет;есть;;;2ТЭ116У;17;1 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления тепловоза (МСУ-ТП);11773401;25.04.2021 17:00;Неисправность блока МСУ-ТП;Микропроцессорная система управления тепловоза (МСУ-ТП);грузовое;тепловозы;4;25.04.2021;25
расследован;ПРИОЗЕРСК;10;нет;есть;;;М62;1631;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11773410;25.04.2021 19:00;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;тепловозы;4;25.04.2021;25
расследован;НОВОСОКОЛЬНИКИ;60;нет;есть;;;2ТЭ116У;125;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Радиатор секции холодильника;11773455;25.04.2021 17:12;Неисправность радиатора секции холодильника;Секции холодильника;грузовое;тепловозы;4;25.04.2021;25
расследован;БАБАЕВО;58;нет;есть;;;2ЭС4К;31;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок индикации БИЛ-У комплексного локомотивного устройства безопасности;11773466;25.04.2021 20:18;;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;электровозы;4;25.04.2021;25
расследован;ГАТЧИНА-Т-БАЛТ;29;нет;есть;;;ВЛ15С;32;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Контактно-регистрирующее устройство механического скоростемера;11773564;25.04.2021 22:40;Неисправность контактно-регистрирующего устройства механического скоростемера;Скоростемер механический;грузовое;электровозы;4;25.04.2021;25
расследован;СОСНОВО-ЛОСЕВО I;17;есть;нет;без клейма;;3ЭС4К;64;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пневматический привод тормозного переключателя;11773763;25.04.2021 06:38;Неисправность пневматического привода тормозного переключателя;Переключатель тормозной;грузовое;электровозы;4;25.04.2021;25
